repeat,seed,fold,eval_split,model,feature_set,probability_mode,temperature,n,accuracy,balanced_accuracy,macro_f1,precision_1,precision_2,precision_3,recall_1,recall_2,recall_3,f1_1,f1_2,f1_3,brier_score,log_loss,ece_10,ordinal_mae,quadratic_weighted_kappa,ovr_auroc
1,20260606,0,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,1.84762670,198,0.54545455,0.53704751,0.52641933,0.48648649,0.63000000,0.44262295,0.52941176,0.56250000,0.51923077,0.50704225,0.59433962,0.47787611,0.55052196,0.89827363,0.06709738,0.47474747,0.43218623,0.71213646
1,20260606,0,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,198,0.54040404,0.51354773,0.51077848,0.48484848,0.62857143,0.41666667,0.47058824,0.58928571,0.48076923,0.47761194,0.60829493,0.44642857,0.60505509,0.97652573,0.17458459,0.48989899,0.37389034,0.69954513
1,20260606,0,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,1.84762670,198,0.54040404,0.51354773,0.51077848,0.48484848,0.62857143,0.41666667,0.47058824,0.58928571,0.48076923,0.47761194,0.60829493,0.44642857,0.55627938,0.90146421,0.04404465,0.48989899,0.37389034,0.70239762
1,20260606,1,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,198,0.51515152,0.45422592,0.45977908,0.42307692,0.59482759,0.39285714,0.32352941,0.61607143,0.42307692,0.36666667,0.60526316,0.40740741,0.79644432,2.05982202,0.37436606,0.51515152,0.29865772,0.66926350
1,20260606,1,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,4.99996683,198,0.51515152,0.45422592,0.45977908,0.42307692,0.59482759,0.39285714,0.32352941,0.61607143,0.42307692,0.36666667,0.60526316,0.40740741,0.57631926,0.93355675,0.07923472,0.51515152,0.29865772,0.67874036
1,20260606,1,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,198,0.56060606,0.51183743,0.51158964,0.36111111,0.63392857,0.54000000,0.38235294,0.63392857,0.51923077,0.37142857,0.63392857,0.52941176,0.71758123,1.95680864,0.31052980,0.46464646,0.39806867,0.69543055
1,20260606,1,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,4.99996683,198,0.56060606,0.51183743,0.51158964,0.36111111,0.63392857,0.54000000,0.38235294,0.63392857,0.51923077,0.37142857,0.63392857,0.52941176,0.56095127,0.93219911,0.07890055,0.46464646,0.39806867,0.69935542
1,20260606,2,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,198,0.56060606,0.55623788,0.53779372,0.43181818,0.65979381,0.49122807,0.55882353,0.57142857,0.53846154,0.48717949,0.61244019,0.51376147,0.56853341,0.95355861,0.12819002,0.46969697,0.43131462,0.72814772
1,20260606,2,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,2.02814470,198,0.56060606,0.55623788,0.53779372,0.43181818,0.65979381,0.49122807,0.55882353,0.57142857,0.53846154,0.48717949,0.61244019,0.51376147,0.54989750,0.90384084,0.05761185,0.46969697,0.43131462,0.73029277
1,20260606,2,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,197,0.59390863,0.59780579,0.57812123,0.54761905,0.69387755,0.45614035,0.67647059,0.60714286,0.50980392,0.60526316,0.64761905,0.48148148,0.58347794,1.03323895,0.11200568,0.43654822,0.45979070,0.70197551
1,20260606,2,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,2.02814470,197,0.59390863,0.59780579,0.57812123,0.54761905,0.69387755,0.45614035,0.67647059,0.60714286,0.50980392,0.60526316,0.64761905,0.48148148,0.56789247,0.94573789,0.12623864,0.43654822,0.45979070,0.70160353
1,20260606,3,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,197,0.59898477,0.59751401,0.57829699,0.51162791,0.69696970,0.49090909,0.64705882,0.61607143,0.52941176,0.57142857,0.65402844,0.50943396,0.56536267,1.01051065,0.12746485,0.43147208,0.46387790,0.71675042
1,20260606,3,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,1.88667074,197,0.59898477,0.59751401,0.57829699,0.51162791,0.69696970,0.49090909,0.64705882,0.61607143,0.52941176,0.57142857,0.65402844,0.50943396,0.55184732,0.93351973,0.08444116,0.43147208,0.46387790,0.71617611
1,20260606,3,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,197,0.54314721,0.52678571,0.51128602,0.35294118,0.64356436,0.53333333,0.52941176,0.58035714,0.47058824,0.42352941,0.61032864,0.50000000,0.61219721,1.00635723,0.16423154,0.49238579,0.39022894,0.69144296
1,20260606,3,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,1.88667074,197,0.54314721,0.52678571,0.51128602,0.35294118,0.64356436,0.53333333,0.52941176,0.58035714,0.47058824,0.42352941,0.61032864,0.50000000,0.57427290,0.93596101,0.06203807,0.49238579,0.39022894,0.69363101
1,20260606,4,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,197,0.47715736,0.43971755,0.43203510,0.30232558,0.59803922,0.38461538,0.38235294,0.54464286,0.39215686,0.33766234,0.57009346,0.38834951,0.91902303,3.01628225,0.42393679,0.57868020,0.23786767,0.61649622
1,20260606,4,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,4.99996733,197,0.47715736,0.43971755,0.43203510,0.30232558,0.59803922,0.38461538,0.38235294,0.54464286,0.39215686,0.33766234,0.57009346,0.38834951,0.65492229,1.07724479,0.14802539,0.57868020,0.23786767,0.62254309
1,20260606,4,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,198,0.57575758,0.52759373,0.52907360,0.48275862,0.66972477,0.45000000,0.41176471,0.65178571,0.51923077,0.44444444,0.66063348,0.48214286,0.78756991,2.72959858,0.35532679,0.46969697,0.34460548,0.67321994
1,20260606,4,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,4.99996733,198,0.57575758,0.52759373,0.52907360,0.48275862,0.66972477,0.45000000,0.41176471,0.65178571,0.51923077,0.44444444,0.66063348,0.48214286,0.59806336,0.99500484,0.13133998,0.46969697,0.34460548,0.67577069
2,20260607,0,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,198,0.54545455,0.50634292,0.50266219,0.38235294,0.62616822,0.49122807,0.38235294,0.59821429,0.53846154,0.38235294,0.61187215,0.51376147,0.60200943,1.00477566,0.17073168,0.47979798,0.39242504,0.69597306
2,20260607,0,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,2.19191907,198,0.54545455,0.50634292,0.50266219,0.38235294,0.62616822,0.49122807,0.38235294,0.59821429,0.53846154,0.38235294,0.61187215,0.51376147,0.56237772,0.92183103,0.04792667,0.47979798,0.39242504,0.69868578
2,20260607,0,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,198,0.53030303,0.48703135,0.48894777,0.46875000,0.61607143,0.38888889,0.44117647,0.61607143,0.40384615,0.45454545,0.61607143,0.39622642,0.60973014,1.06693767,0.15989499,0.50505051,0.32142857,0.67519265
2,20260607,0,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,2.19191907,198,0.53030303,0.48703135,0.48894777,0.46875000,0.61607143,0.38888889,0.44117647,0.61607143,0.40384615,0.45454545,0.61607143,0.39622642,0.57200065,0.94881209,0.04594406,0.50505051,0.32142857,0.67630947
2,20260607,1,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,198,0.53030303,0.51090821,0.50330149,0.50000000,0.62857143,0.36363636,0.55882353,0.58928571,0.38461538,0.52777778,0.60829493,0.37383178,0.59958771,1.04591611,0.14291400,0.51010101,0.33488372,0.68802604
2,20260607,1,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,2.11664992,198,0.53030303,0.51090821,0.50330149,0.50000000,0.62857143,0.36363636,0.55882353,0.58928571,0.38461538,0.52777778,0.60829493,0.37383178,0.56758202,0.94658938,0.02572316,0.51010101,0.33488372,0.69075399
2,20260607,1,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,198,0.51010101,0.47173292,0.46798799,0.35000000,0.59090909,0.45833333,0.41176471,0.58035714,0.42307692,0.37837838,0.58558559,0.44000000,0.62650511,1.04887816,0.18395783,0.51515152,0.35089568,0.66101840
2,20260607,1,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,2.11664992,198,0.51010101,0.47173292,0.46798799,0.35000000,0.59090909,0.45833333,0.41176471,0.58035714,0.42307692,0.37837838,0.58558559,0.44000000,0.57556721,0.94468606,0.08286416,0.51515152,0.35089568,0.66666252
2,20260607,2,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,198,0.52020202,0.46742351,0.46756604,0.35135135,0.60000000,0.45652174,0.38235294,0.61607143,0.40384615,0.36619718,0.60792952,0.42857143,0.70467428,1.52494171,0.27164539,0.51010101,0.32482347,0.65455680
2,20260607,2,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,3.40377462,198,0.52020202,0.46742351,0.46756604,0.35135135,0.60000000,0.45652174,0.38235294,0.61607143,0.40384615,0.36619718,0.60792952,0.42857143,0.58948965,0.97642107,0.05241285,0.51010101,0.32482347,0.65340183
2,20260607,2,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,197,0.54822335,0.51908263,0.51036943,0.42857143,0.63302752,0.45652174,0.52941176,0.61607143,0.41176471,0.47368421,0.62443439,0.43298969,0.66865293,1.29084097,0.23123825,0.48223350,0.37902489,0.68526155
2,20260607,2,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,3.40377462,197,0.54822335,0.51908263,0.51036943,0.42857143,0.63302752,0.45652174,0.52941176,0.61607143,0.41176471,0.47368421,0.62443439,0.43298969,0.55854543,0.91405184,0.09016576,0.48223350,0.37902489,0.69079775
2,20260607,3,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,197,0.46192893,0.45454015,0.43517463,0.34693878,0.58510638,0.35185185,0.50000000,0.49107143,0.37254902,0.40963855,0.53398058,0.36190476,0.66651227,1.06398782,0.21699096,0.58883249,0.27325991,0.65523699
2,20260607,3,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,1.87581127,197,0.46192893,0.45454015,0.43517463,0.34693878,0.58510638,0.35185185,0.50000000,0.49107143,0.37254902,0.40963855,0.53398058,0.36190476,0.59831877,0.96312465,0.10076664,0.58883249,0.27325991,0.65851106
2,20260607,3,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,197,0.55837563,0.59447946,0.56085007,0.55813953,0.69512195,0.40277778,0.70588235,0.50892857,0.56862745,0.62337662,0.58762887,0.47154472,0.59475114,0.98787170,0.13383681,0.47715736,0.44613943,0.72705523
2,20260607,3,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,1.87581127,197,0.55837563,0.59447946,0.56085007,0.55813953,0.69512195,0.40277778,0.70588235,0.50892857,0.56862745,0.62337662,0.58762887,0.47154472,0.56068034,0.91389203,0.07837878,0.47715736,0.44613943,0.72764138
2,20260607,4,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,197,0.53299492,0.55199580,0.52235325,0.46666667,0.67857143,0.39705882,0.61764706,0.50892857,0.52941176,0.53164557,0.58163265,0.45378151,0.70883317,1.42477786,0.27966563,0.51776650,0.37123273,0.70818062
2,20260607,4,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,3.97333784,197,0.53299492,0.55199580,0.52235325,0.46666667,0.67857143,0.39705882,0.61764706,0.50892857,0.52941176,0.53164557,0.58163265,0.45378151,0.56906484,0.93270040,0.06228224,0.51776650,0.37123273,0.71185977
2,20260607,4,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,198,0.49494949,0.45250215,0.44995829,0.37837838,0.58558559,0.38000000,0.41176471,0.58035714,0.36538462,0.39436620,0.58295964,0.37254902,0.74095166,1.44150426,0.30228216,0.54040404,0.29088972,0.66790976
2,20260607,4,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,3.97333784,198,0.49494949,0.45250215,0.44995829,0.37837838,0.58558559,0.38000000,0.41176471,0.58035714,0.36538462,0.39436620,0.58295964,0.37254902,0.58046751,0.94468785,0.06272892,0.54040404,0.29088972,0.67768112
3,20260608,0,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,198,0.52525253,0.49431696,0.49115851,0.44444444,0.60550459,0.41509434,0.47058824,0.58928571,0.42307692,0.45714286,0.59728507,0.41904762,0.78225300,2.02796333,0.35841138,0.50000000,0.36594395,0.65961618
3,20260608,0,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,4.99997802,198,0.52525253,0.49431696,0.49115851,0.44444444,0.60550459,0.41509434,0.47058824,0.58928571,0.42307692,0.45714286,0.59728507,0.41904762,0.58365933,0.96017650,0.05398180,0.50000000,0.36594395,0.66655480
3,20260608,0,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,198,0.47474747,0.41676094,0.41734336,0.33333333,0.57272727,0.36065574,0.26470588,0.56250000,0.42307692,0.29508197,0.56756757,0.38938053,0.87236722,2.24631408,0.39649871,0.56565657,0.23726977,0.62513919
3,20260608,0,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,4.99997802,198,0.47474747,0.41676094,0.41734336,0.33333333,0.57272727,0.36065574,0.26470588,0.56250000,0.42307692,0.29508197,0.56756757,0.38938053,0.61792993,1.01765633,0.08770840,0.56565657,0.23726977,0.63435054
3,20260608,1,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,198,0.49494949,0.47302575,0.46160494,0.34782609,0.58653846,0.43750000,0.47058824,0.54464286,0.40384615,0.40000000,0.56481481,0.42000000,0.64846474,1.07426231,0.16879936,0.53535354,0.34311741,0.65683015
3,20260608,1,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,1.41386014,198,0.49494949,0.47302575,0.46160494,0.34782609,0.58653846,0.43750000,0.47058824,0.54464286,0.40384615,0.40000000,0.56481481,0.42000000,0.61341612,1.00057643,0.09519642,0.53535354,0.34311741,0.65780891
3,20260608,1,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,198,0.58080808,0.55784044,0.54353584,0.44186047,0.71000000,0.45454545,0.55882353,0.63392857,0.48076923,0.49350649,0.66981132,0.46728972,0.53414994,0.87353272,0.08824520,0.48484848,0.32900000,0.75460387
3,20260608,1,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,1.41386014,198,0.58080808,0.55784044,0.54353584,0.44186047,0.71000000,0.45454545,0.55882353,0.63392857,0.48076923,0.49350649,0.66981132,0.46728972,0.52114688,0.85129721,0.04711640,0.48484848,0.32900000,0.75483740
3,20260608,2,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,198,0.57575758,0.56169198,0.54730241,0.48780488,0.69696970,0.43103448,0.58823529,0.61607143,0.48076923,0.53333333,0.65402844,0.45454545,0.50233316,0.83170605,0.09782670,0.47979798,0.35682159,0.78100606
3,20260608,2,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,2.46259651,198,0.57575758,0.56169198,0.54730241,0.48780488,0.69696970,0.43103448,0.58823529,0.61607143,0.48076923,0.53333333,0.65402844,0.45454545,0.51585947,0.86015358,0.09298766,0.47979798,0.35682159,0.77848081
3,20260608,2,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,197,0.55329949,0.51313025,0.50823617,0.42857143,0.64423077,0.46153846,0.35294118,0.59821429,0.58823529,0.38709677,0.62037037,0.51724138,0.62808569,1.10631644,0.16137986,0.47715736,0.38233554,0.67497750
3,20260608,2,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,2.46259651,197,0.55329949,0.51313025,0.50823617,0.42857143,0.64423077,0.46153846,0.35294118,0.59821429,0.58823529,0.38709677,0.62037037,0.51724138,0.57827814,0.95519381,0.07231690,0.47715736,0.38233554,0.67493793
3,20260608,3,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,197,0.54314721,0.54545985,0.52532182,0.50000000,0.65517241,0.43750000,0.44117647,0.50892857,0.68627451,0.46875000,0.57286432,0.53435115,0.60942942,1.05211183,0.17930392,0.48223350,0.43660629,0.70868720
3,20260608,3,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,2.23685127,197,0.54314721,0.54545985,0.52532182,0.50000000,0.65517241,0.43750000,0.44117647,0.50892857,0.68627451,0.46875000,0.57286432,0.53435115,0.55869174,0.92285433,0.05450244,0.48223350,0.43660629,0.71014509
3,20260608,3,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,197,0.54314721,0.48494398,0.48879071,0.46875000,0.62184874,0.39130435,0.44117647,0.66071429,0.35294118,0.45454545,0.64069264,0.37113402,0.63212802,1.06112202,0.16733455,0.49238579,0.30877193,0.66263194
3,20260608,3,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,2.23685127,197,0.54314721,0.48494398,0.48879071,0.46875000,0.62184874,0.39130435,0.44117647,0.66071429,0.35294118,0.45454545,0.64069264,0.37113402,0.58573049,0.94603232,0.08542048,0.49238579,0.30877193,0.66544948
3,20260608,4,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,197,0.49746193,0.42075163,0.42260406,0.26470588,0.59829060,0.41304348,0.26470588,0.62500000,0.37254902,0.26470588,0.61135371,0.39175258,0.75525518,1.58756978,0.29754123,0.55329949,0.20824376,0.62992507
3,20260608,4,test,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,2.87302037,197,0.49746193,0.42075163,0.42260406,0.26470588,0.59829060,0.41304348,0.26470588,0.62500000,0.37254902,0.26470588,0.61135371,0.39175258,0.62051938,1.01801997,0.09217161,0.55329949,0.20824376,0.63449906
3,20260608,4,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,raw,1.00000000,198,0.61111111,0.57230392,0.57174427,0.52941176,0.69369369,0.49056604,0.52941176,0.68750000,0.50000000,0.52941176,0.69058296,0.49523810,0.59881021,1.18215491,0.19355447,0.42929293,0.40428954,0.71197072
3,20260608,4,val,frozen_embedding_logistic_sensitivity,image_embedding_plus_downstream_age_sex_upper_bound,temperature_scaled,2.87302037,198,0.61111111,0.57230392,0.57174427,0.52941176,0.69369369,0.49056604,0.52941176,0.68750000,0.50000000,0.52941176,0.69058296,0.49523810,0.53540559,0.88458499,0.09282118,0.42929293,0.40428954,0.71847019
