repeat,seed,fold,eval_split,model,feature_set,selected_l2,n,accuracy,balanced_accuracy,macro_f1,precision_1,precision_2,precision_3,recall_1,recall_2,recall_3,f1_1,f1_2,f1_3,brier_score,log_loss,ece_10
1,20260606,0,val,majority_class,class_prior,,198,0.56565657,0.33333333,0.24086022,0.00000000,0.56565657,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.72258065,0.00000000,0.58158350,0.97599623,0.00191100
1,20260606,0,val,stratified_random,class_prior,,198,0.41919192,0.34968218,0.34882355,0.25000000,0.56363636,0.23076923,0.26470588,0.55357143,0.23076923,0.25714286,0.55855856,0.23076923,0.58158350,0.97599623,0.14837565
1,20260606,0,test,majority_class,class_prior,,198,0.56565657,0.33333333,0.24086022,0.00000000,0.56565657,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.72258065,0.00000000,0.58158350,0.97599623,0.00191100
1,20260606,0,test,stratified_random,class_prior,,198,0.42424242,0.33209438,0.32937895,0.22857143,0.57627119,0.17777778,0.23529412,0.60714286,0.15384615,0.23188406,0.59130435,0.16494845,0.58158350,0.97599623,0.14332514
1,20260606,0,val,multinomial_logistic,age_sex,0.00100000,198,0.56565657,0.58624219,0.51735174,0.39473684,0.75555556,0.43750000,0.88235294,0.60714286,0.26923077,0.54545455,0.67326733,0.33333333,0.56954226,0.92863890,0.08480501
1,20260606,0,test,multinomial_logistic,age_sex,0.00100000,198,0.52020202,0.56636501,0.49888117,0.40277778,0.71794872,0.37500000,0.85294118,0.50000000,0.34615385,0.54716981,0.58947368,0.36000000,0.57421958,0.93271104,0.05316865
1,20260606,0,val,multinomial_logistic,image_geometry_file,0.00100000,198,0.35858586,0.35137901,0.30368880,0.17647059,0.58536585,0.35714286,0.52941176,0.42857143,0.09615385,0.26470588,0.49484536,0.15151515,0.67012234,1.10430436,0.06109535
1,20260606,0,test,multinomial_logistic,image_geometry_file,0.00100000,198,0.43434343,0.38911334,0.32437052,0.24675325,0.61111111,0.07692308,0.55882353,0.58928571,0.01923077,0.34234234,0.60000000,0.03076923,0.66848911,1.11427752,0.10016368
1,20260606,0,val,multinomial_logistic,admin_index,1.00000000,198,0.18181818,0.26809955,0.17021277,0.10280374,0.00000000,0.28089888,0.32352941,0.00000000,0.48076923,0.15602837,0.00000000,0.35460993,0.66650599,1.09822774,0.16314277
1,20260606,0,test,multinomial_logistic,admin_index,1.00000000,198,0.18686869,0.26772247,0.16860854,0.09278351,0.00000000,0.28000000,0.26470588,0.00000000,0.53846154,0.13740458,0.00000000,0.36842105,0.66500526,1.09593420,0.15809220
1,20260606,0,val,multinomial_logistic,age_sex_geometry,0.01000000,198,0.54545455,0.58124596,0.51680939,0.40277778,0.75308642,0.40000000,0.85294118,0.54464286,0.34615385,0.54716981,0.63212435,0.37113402,0.57382439,0.93705329,0.05132861
1,20260606,0,test,multinomial_logistic,age_sex_geometry,0.01000000,198,0.47474747,0.51897490,0.45077653,0.42028986,0.65432099,0.25000000,0.85294118,0.47321429,0.23076923,0.56310680,0.54922280,0.24000000,0.58956174,0.96140336,0.06771749
1,20260606,0,val,multinomial_logistic,downstream_status,0.01000000,198,0.38383838,0.50653146,0.38685799,0.27927928,0.62500000,0.42553191,0.91176471,0.22321429,0.38461538,0.42758621,0.32894737,0.40404040,0.63525904,1.02907367,0.12135812
1,20260606,0,test,multinomial_logistic,downstream_status,0.01000000,198,0.37373737,0.51088128,0.38161931,0.27433628,0.57142857,0.46000000,0.91176471,0.17857143,0.44230769,0.42176871,0.27210884,0.45098039,0.63219980,1.02699498,0.07309832
1,20260606,0,val,multinomial_logistic,downstream_plus_age_sex,0.10000000,198,0.56060606,0.60039593,0.52735521,0.38750000,0.75000000,0.50000000,0.91176471,0.56250000,0.32692308,0.54385965,0.64285714,0.39534884,0.57228763,0.94295154,0.10810561
1,20260606,0,test,multinomial_logistic,downstream_plus_age_sex,0.10000000,198,0.52525253,0.57273486,0.50005753,0.37037037,0.69512195,0.48571429,0.88235294,0.50892857,0.32692308,0.52173913,0.58762887,0.39080460,0.57398812,0.94570064,0.09935412
1,20260606,1,val,majority_class,class_prior,,198,0.56565657,0.33333333,0.24086022,0.00000000,0.56565657,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.72258065,0.00000000,0.58158350,0.97599623,0.00191100
1,20260606,1,val,stratified_random,class_prior,,198,0.41414141,0.28865008,0.28274315,0.03703704,0.56451613,0.23404255,0.02941176,0.62500000,0.21153846,0.03278689,0.59322034,0.22222222,0.58158350,0.97599623,0.15342615
1,20260606,1,test,majority_class,class_prior,,198,0.56565657,0.33333333,0.24086022,0.00000000,0.56565657,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.72258065,0.00000000,0.58158350,0.97599623,0.00191100
1,20260606,1,test,stratified_random,class_prior,,198,0.41919192,0.33263305,0.33258107,0.16666667,0.56637168,0.26530612,0.17647059,0.57142857,0.25000000,0.17142857,0.56888889,0.25742574,0.58158350,0.97599623,0.14837565
1,20260606,1,val,multinomial_logistic,age_sex,0.01000000,198,0.48989899,0.52463101,0.46828932,0.33783784,0.72602740,0.37254902,0.73529412,0.47321429,0.36538462,0.46296296,0.57297297,0.36893204,0.59951371,1.01654750,0.05247042
1,20260606,1,test,multinomial_logistic,age_sex,0.01000000,198,0.54040404,0.58513790,0.51697621,0.38157895,0.78378378,0.41666667,0.85294118,0.51785714,0.38461538,0.52727273,0.62365591,0.40000000,0.57039789,0.92402774,0.08129226
1,20260606,1,val,multinomial_logistic,image_geometry_file,0.01000000,198,0.34343434,0.33590552,0.31905382,0.17857143,0.56521739,0.26027397,0.29411765,0.34821429,0.36538462,0.22222222,0.43093923,0.30400000,0.67092738,1.10642135,0.03725701
1,20260606,1,test,multinomial_logistic,image_geometry_file,0.01000000,198,0.34343434,0.35303544,0.32641524,0.17741935,0.61403509,0.27848101,0.32352941,0.31250000,0.42307692,0.22916667,0.41420118,0.33587786,0.66786933,1.10079024,0.04752276
1,20260606,1,val,multinomial_logistic,admin_index,0.01000000,198,0.17676768,0.23437837,0.16780332,0.07368421,0.44444444,0.25531915,0.20588235,0.03571429,0.46153846,0.10852713,0.06611570,0.32876712,0.67560421,1.11010422,0.20499428
1,20260606,1,test,multinomial_logistic,admin_index,0.01000000,198,0.17171717,0.24849170,0.16456857,0.08737864,0.00000000,0.29069767,0.26470588,0.00000000,0.48076923,0.13138686,0.00000000,0.36231884,0.67039434,1.10185307,0.21229559
1,20260606,1,val,multinomial_logistic,age_sex_geometry,0.00100000,198,0.49494949,0.54134346,0.48202525,0.35714286,0.75757576,0.37096774,0.73529412,0.44642857,0.44230769,0.48076923,0.56179775,0.40350877,0.60124715,1.02824629,0.09226541
1,20260606,1,test,multinomial_logistic,age_sex_geometry,0.00100000,198,0.51010101,0.58445109,0.50374946,0.38157895,0.81034483,0.39062500,0.85294118,0.41964286,0.48076923,0.52727273,0.55294118,0.43103448,0.57494599,0.92694884,0.03814537
1,20260606,1,val,multinomial_logistic,downstream_status,0.01000000,198,0.33333333,0.45624596,0.33542575,0.23577236,0.65517241,0.39130435,0.85294118,0.16964286,0.34615385,0.36942675,0.26950355,0.36734694,0.66545459,1.11059626,0.16548493
1,20260606,1,test,multinomial_logistic,downstream_status,0.01000000,198,0.38888889,0.51980985,0.39427302,0.27927928,0.65714286,0.44230769,0.91176471,0.20535714,0.44230769,0.42758621,0.31292517,0.44230769,0.63140627,1.01070967,0.13079151
1,20260606,1,val,multinomial_logistic,downstream_plus_age_sex,0.00100000,198,0.53030303,0.55862153,0.49393722,0.34146341,0.76250000,0.44444444,0.82352941,0.54464286,0.30769231,0.48275862,0.63541667,0.36363636,0.58941449,1.04611604,0.06694120
1,20260606,1,test,multinomial_logistic,downstream_plus_age_sex,0.00100000,198,0.58080808,0.61924962,0.55980925,0.42647059,0.75903614,0.48936170,0.85294118,0.56250000,0.44230769,0.56862745,0.64615385,0.46464646,0.54211212,0.87844388,0.07524982
1,20260606,2,val,majority_class,class_prior,,197,0.56852792,0.33333333,0.24163970,0.00000000,0.56852792,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.72491909,0.00000000,0.57997883,0.97412736,0.00191746
1,20260606,2,val,stratified_random,class_prior,,197,0.42131980,0.34436275,0.34326326,0.21052632,0.57272727,0.24489796,0.23529412,0.56250000,0.23529412,0.22222222,0.56756757,0.24000000,0.57997883,0.97412736,0.14529066
1,20260606,2,test,majority_class,class_prior,,198,0.56565657,0.33333333,0.24086022,0.00000000,0.56565657,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.72258065,0.00000000,0.58157585,0.97598414,0.00095389
1,20260606,2,test,stratified_random,class_prior,,198,0.45959596,0.41126643,0.40811773,0.25000000,0.55660377,0.41071429,0.26470588,0.52678571,0.44230769,0.25714286,0.54128440,0.42592593,0.58157585,0.97598414,0.10701450
1,20260606,2,val,multinomial_logistic,age_sex,0.00100000,197,0.50253807,0.51190476,0.46799414,0.38095238,0.70588235,0.30612245,0.70588235,0.53571429,0.29411765,0.49484536,0.60913706,0.30000000,0.59411208,0.98181356,0.07190429
1,20260606,2,test,multinomial_logistic,age_sex,0.00100000,198,0.52020202,0.54248815,0.49625005,0.40322581,0.69411765,0.37254902,0.73529412,0.52678571,0.36538462,0.52083333,0.59898477,0.36893204,0.59542288,1.02873184,0.06738726
1,20260606,2,val,multinomial_logistic,image_geometry_file,0.00100000,197,0.36040609,0.38194444,0.34689748,0.20000000,0.71428571,0.27710843,0.38235294,0.31250000,0.45098039,0.26262626,0.43478261,0.34328358,0.65336910,1.07982113,0.08485427
1,20260606,2,test,multinomial_logistic,image_geometry_file,0.00100000,198,0.32828283,0.35101541,0.31379278,0.18867925,0.60416667,0.26804124,0.29411765,0.25892857,0.50000000,0.22988506,0.36250000,0.34899329,0.66732324,1.10033054,0.04452818
1,20260606,2,val,multinomial_logistic,admin_index,0.00100000,197,0.23350254,0.31880252,0.22010783,0.12500000,0.55555556,0.30000000,0.32352941,0.04464286,0.58823529,0.18032787,0.08264463,0.39735099,0.66428398,1.09342147,0.14895143
1,20260606,2,test,multinomial_logistic,admin_index,0.00100000,198,0.18686869,0.24033075,0.17791137,0.07526882,0.66666667,0.25000000,0.20588235,0.05357143,0.46153846,0.11023622,0.09917355,0.32432432,0.67235296,1.10631845,0.20364007
1,20260606,2,val,multinomial_logistic,age_sex_geometry,1.00000000,197,0.50761421,0.53536415,0.47304047,0.34177215,0.72500000,0.39473684,0.79411765,0.51785714,0.29411765,0.47787611,0.60416667,0.33707865,0.63331060,1.04755168,0.13090806
1,20260606,2,test,multinomial_logistic,age_sex_geometry,1.00000000,198,0.47979798,0.51520416,0.45426675,0.31707317,0.67088608,0.43243243,0.76470588,0.47321429,0.30769231,0.44827586,0.55497382,0.35955056,0.63966661,1.05792492,0.10381477
1,20260606,2,val,multinomial_logistic,downstream_status,0.10000000,197,0.34517766,0.46743697,0.34180223,0.25619835,0.62857143,0.36585366,0.91176471,0.19642857,0.29411765,0.40000000,0.29931973,0.32608696,0.66618837,1.06954202,0.18649953
1,20260606,2,test,multinomial_logistic,downstream_status,0.10000000,198,0.32323232,0.45029358,0.32530675,0.23577236,0.60714286,0.38297872,0.85294118,0.15178571,0.34615385,0.36942675,0.24285714,0.36363636,0.66411645,1.09190377,0.20857596
1,20260606,2,val,multinomial_logistic,downstream_plus_age_sex,0.01000000,197,0.51269036,0.52439309,0.47160982,0.38805970,0.67391304,0.34210526,0.76470588,0.55357143,0.25490196,0.51485149,0.60784314,0.29213483,0.60444969,0.98641767,0.10404621
1,20260606,2,test,multinomial_logistic,downstream_plus_age_sex,0.01000000,198,0.53535354,0.55133592,0.49368866,0.36000000,0.71910112,0.44117647,0.79411765,0.57142857,0.28846154,0.49541284,0.63681592,0.34883721,0.58484345,1.04176251,0.07752746
1,20260606,3,val,majority_class,class_prior,,197,0.56852792,0.33333333,0.24163970,0.00000000,0.56852792,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.72491909,0.00000000,0.57999158,0.97414743,0.00287135
1,20260606,3,val,stratified_random,class_prior,,197,0.43147208,0.37079832,0.36863766,0.29729730,0.55855856,0.24489796,0.32352941,0.55357143,0.23529412,0.30985915,0.55605381,0.24000000,0.57999158,0.97414743,0.13418448
1,20260606,3,test,majority_class,class_prior,,197,0.56852792,0.33333333,0.24163970,0.00000000,0.56852792,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.72491909,0.00000000,0.57999158,0.97414743,0.00287135
1,20260606,3,test,stratified_random,class_prior,,197,0.42639594,0.34109477,0.34008164,0.20000000,0.57272727,0.25806452,0.14705882,0.56250000,0.31372549,0.16949153,0.56756757,0.28318584,0.57999158,0.97414743,0.13926063
1,20260606,3,val,multinomial_logistic,age_sex,0.00100000,197,0.52791878,0.55497199,0.50707547,0.40322581,0.72500000,0.38181818,0.73529412,0.51785714,0.41176471,0.52083333,0.60416667,0.39622642,0.59698392,0.97513052,0.12042732
1,20260606,3,test,multinomial_logistic,age_sex,0.00100000,197,0.50761421,0.50776144,0.46217865,0.36363636,0.68478261,0.33333333,0.70588235,0.56250000,0.25490196,0.48000000,0.61764706,0.28888889,0.60232359,0.98807244,0.07810566
1,20260606,3,val,multinomial_logistic,image_geometry_file,0.00100000,197,0.30964467,0.33234127,0.26870531,0.16260163,0.55223881,0.57142857,0.58823529,0.33035714,0.07843137,0.25477707,0.41340782,0.13793103,0.66290726,1.09368263,0.10735450
1,20260606,3,test,multinomial_logistic,image_geometry_file,0.00100000,197,0.34010152,0.36712185,0.28592840,0.17968750,0.65079365,0.50000000,0.67647059,0.36607143,0.05882353,0.28395062,0.46857143,0.10526316,0.65592192,1.08315699,0.10527506
1,20260606,3,val,multinomial_logistic,admin_index,0.00100000,197,0.20812183,0.30392157,0.18978001,0.11956522,0.00000000,0.29702970,0.32352941,0.00000000,0.58823529,0.17460317,0.00000000,0.39473684,0.66423879,1.09494926,0.14136894
1,20260606,3,test,multinomial_logistic,admin_index,0.00100000,197,0.21827411,0.30987395,0.20013100,0.12087912,0.66666667,0.29126214,0.32352941,0.01785714,0.58823529,0.17600000,0.03478261,0.38961039,0.66538086,1.09660828,0.13030981
1,20260606,3,val,multinomial_logistic,age_sex_geometry,0.01000000,197,0.51776650,0.54545985,0.49411765,0.36764706,0.73076923,0.39215686,0.73529412,0.50892857,0.39215686,0.49019608,0.60000000,0.39215686,0.59448252,0.97046319,0.06237711
1,20260606,3,test,multinomial_logistic,age_sex_geometry,0.01000000,197,0.49746193,0.51248833,0.46489942,0.34782609,0.69047619,0.36363636,0.70588235,0.51785714,0.31372549,0.46601942,0.59183673,0.33684211,0.59793060,0.98403555,0.08389651
1,20260606,3,val,multinomial_logistic,downstream_status,0.00100000,197,0.31979695,0.43919234,0.32450491,0.22400000,0.58064516,0.41463415,0.82352941,0.16071429,0.33333333,0.35220126,0.25174825,0.36956522,0.67098897,1.07324221,0.18808635
1,20260606,3,test,multinomial_logistic,downstream_status,0.00100000,197,0.35025381,0.47041317,0.34682705,0.25619835,0.63888889,0.37500000,0.91176471,0.20535714,0.29411765,0.40000000,0.31081081,0.32967033,0.66956521,1.06437626,0.17870461
1,20260606,3,val,multinomial_logistic,downstream_plus_age_sex,0.01000000,197,0.55329949,0.57282913,0.52066168,0.38571429,0.71111111,0.48648649,0.79411765,0.57142857,0.35294118,0.51923077,0.63366337,0.40909091,0.59107952,0.96599053,0.07991328
1,20260606,3,test,multinomial_logistic,downstream_plus_age_sex,0.01000000,197,0.52791878,0.53688142,0.48434413,0.37142857,0.69565217,0.40000000,0.76470588,0.57142857,0.27450980,0.50000000,0.62745098,0.32558140,0.61074673,0.99277571,0.12235078
1,20260606,4,val,majority_class,class_prior,,198,0.56565657,0.33333333,0.24086022,0.00000000,0.56565657,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.72258065,0.00000000,0.58157585,0.97598414,0.00095389
1,20260606,4,val,stratified_random,class_prior,,198,0.41414141,0.30913327,0.30872101,0.13333333,0.59292035,0.20000000,0.11764706,0.59821429,0.21153846,0.12500000,0.59555556,0.20560748,0.58157585,0.97598414,0.15246904
1,20260606,4,test,majority_class,class_prior,,197,0.56852792,0.33333333,0.24163970,0.00000000,0.56852792,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.72491909,0.00000000,0.57997883,0.97412736,0.00191746
1,20260606,4,test,stratified_random,class_prior,,197,0.47208122,0.35720121,0.35590563,0.17857143,0.60483871,0.28888889,0.14705882,0.66964286,0.25490196,0.16129032,0.63559322,0.27083333,0.57997883,0.97412736,0.09452924
1,20260606,4,val,multinomial_logistic,age_sex,0.00100000,198,0.50000000,0.53050259,0.47387755,0.40909091,0.67857143,0.31250000,0.79411765,0.50892857,0.28846154,0.54000000,0.58163265,0.30000000,0.57431930,0.93237709,0.07610210
1,20260606,4,test,multinomial_logistic,age_sex,0.00100000,197,0.51269036,0.53180439,0.48253526,0.37313433,0.70238095,0.36956522,0.73529412,0.52678571,0.33333333,0.49504950,0.60204082,0.35051546,0.59299919,0.97581352,0.05371032
1,20260606,4,val,multinomial_logistic,image_geometry_file,0.00100000,198,0.42424242,0.38316096,0.31806946,0.24050633,0.60377358,0.07692308,0.55882353,0.57142857,0.01923077,0.33628319,0.58715596,0.03076923,0.66240597,1.09735800,0.06714010
1,20260606,4,test,multinomial_logistic,image_geometry_file,0.00100000,197,0.40609137,0.36898926,0.34806230,0.16666667,0.61290323,0.57142857,0.44117647,0.50892857,0.15686275,0.24193548,0.55609756,0.24615385,0.65575481,1.08277115,0.04766830
1,20260606,4,val,multinomial_logistic,admin_index,0.00100000,198,0.18686869,0.26772247,0.16896086,0.09375000,0.00000000,0.28000000,0.26470588,0.00000000,0.53846154,0.13846154,0.00000000,0.36842105,0.66441891,1.09496907,0.16150492
1,20260606,4,test,multinomial_logistic,admin_index,0.00100000,197,0.20812183,0.30392157,0.18978001,0.11956522,0.00000000,0.29702970,0.32352941,0.00000000,0.58823529,0.17460317,0.00000000,0.39473684,0.66420032,1.09469213,0.14061478
1,20260606,4,val,multinomial_logistic,age_sex_geometry,1.00000000,198,0.51010101,0.52611237,0.45600371,0.35443038,0.65625000,0.43478261,0.82352941,0.56250000,0.19230769,0.49557522,0.60576923,0.26666667,0.63311574,1.04742312,0.14042046
1,20260606,4,test,multinomial_logistic,age_sex_geometry,1.00000000,197,0.45177665,0.47414799,0.39453481,0.29032258,0.65476190,0.35000000,0.79411765,0.49107143,0.13725490,0.42519685,0.56122449,0.19718310,0.64016465,1.05854044,0.08397793
1,20260606,4,val,multinomial_logistic,downstream_status,0.01000000,198,0.38888889,0.52324391,0.39810451,0.27433628,0.61111111,0.48979592,0.91176471,0.19642857,0.46153846,0.42176871,0.29729730,0.47524752,0.62948100,1.02100406,0.07430713
1,20260606,4,test,multinomial_logistic,downstream_status,0.01000000,197,0.29949239,0.43055556,0.30169772,0.22480620,0.51851852,0.39024390,0.85294118,0.12500000,0.31372549,0.35582822,0.20143885,0.34782609,0.66205789,1.06904030,0.13078313
1,20260606,4,val,multinomial_logistic,downstream_plus_age_sex,0.00100000,198,0.56565657,0.60341252,0.53804714,0.40540541,0.73255814,0.50000000,0.88235294,0.56250000,0.36538462,0.55555556,0.63636364,0.42222222,0.54951486,0.90121203,0.04722665
