repeat,seed,fold,eval_split,model,feature_set,selected_l2,n,accuracy,balanced_accuracy,macro_f1,precision_1,precision_2,precision_3,recall_1,recall_2,recall_3,f1_1,f1_2,f1_3,brier_score,log_loss,ece_10
2,20260607,4,test,multinomial_logistic,downstream_plus_age_sex,0.00100000,197,0.53807107,0.57755602,0.51538772,0.42028986,0.68604651,0.42857143,0.85294118,0.52678571,0.35294118,0.56310680,0.59595960,0.38709677,0.55724375,0.90132657,0.02889084
3,20260608,0,val,majority_class,class_prior,,198,0.56565657,0.33333333,0.24086022,0.00000000,0.56565657,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.72258065,0.00000000,0.58158350,0.97599623,0.00191100
3,20260608,0,val,stratified_random,class_prior,,198,0.44949495,0.33683473,0.33515742,0.14285714,0.61538462,0.24528302,0.11764706,0.64285714,0.25000000,0.12903226,0.62882096,0.24761905,0.58158350,0.97599623,0.11807262
3,20260608,0,test,majority_class,class_prior,,198,0.56565657,0.33333333,0.24086022,0.00000000,0.56565657,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.72258065,0.00000000,0.58158350,0.97599623,0.00191100
3,20260608,0,test,stratified_random,class_prior,,198,0.41919192,0.32233086,0.32129944,0.20000000,0.54471545,0.22222222,0.17647059,0.59821429,0.19230769,0.18750000,0.57021277,0.20618557,0.58158350,0.97599623,0.14837565
3,20260608,0,val,multinomial_logistic,age_sex,0.10000000,198,0.51515152,0.54973335,0.48763418,0.34615385,0.76000000,0.40000000,0.79411765,0.50892857,0.34615385,0.48214286,0.60962567,0.37113402,0.61125183,1.00896264,0.07297709
3,20260608,0,test,multinomial_logistic,age_sex,0.10000000,198,0.53030303,0.57227699,0.50390037,0.42857143,0.71951220,0.34782609,0.88235294,0.52678571,0.30769231,0.57692308,0.60824742,0.32653061,0.59216249,0.97184531,0.09474827
3,20260608,0,val,multinomial_logistic,image_geometry_file,0.00100000,198,0.38888889,0.34911657,0.33830516,0.16216216,0.60759494,0.28048780,0.17647059,0.42857143,0.44230769,0.16901408,0.50261780,0.34328358,0.66666247,1.10037495,0.03617306
3,20260608,0,test,multinomial_logistic,image_geometry_file,0.00100000,198,0.38383838,0.34270631,0.33333333,0.15789474,0.60000000,0.27500000,0.17647059,0.42857143,0.42307692,0.16666667,0.50000000,0.33333333,0.67515839,1.11485650,0.06868397
3,20260608,0,val,multinomial_logistic,admin_index,0.01000000,198,0.19696970,0.28054299,0.17833800,0.09782609,0.00000000,0.29702970,0.26470588,0.00000000,0.57692308,0.14285714,0.00000000,0.39215686,0.66729895,1.09832004,0.19236167
3,20260608,0,test,multinomial_logistic,admin_index,0.01000000,198,0.17676768,0.25486156,0.16809703,0.09803922,0.14285714,0.26966292,0.29411765,0.00892857,0.46153846,0.14705882,0.01680672,0.34042553,0.67030617,1.10276725,0.20458448
3,20260608,0,val,multinomial_logistic,age_sex_geometry,0.10000000,198,0.51010101,0.54675716,0.48495967,0.36486486,0.78873239,0.33962264,0.79411765,0.50000000,0.34615385,0.50000000,0.61202186,0.34285714,0.61401257,1.01351867,0.06496848
3,20260608,0,test,multinomial_logistic,age_sex_geometry,0.10000000,198,0.49494949,0.55831179,0.48454880,0.42857143,0.70422535,0.31578947,0.88235294,0.44642857,0.34615385,0.57692308,0.54644809,0.33027523,0.60087693,0.98335880,0.06431475
3,20260608,0,val,multinomial_logistic,downstream_status,0.00100000,198,0.32323232,0.44681911,0.32611503,0.23437500,0.51351351,0.45454545,0.88235294,0.16964286,0.28846154,0.37037037,0.25503356,0.35294118,0.65589665,1.06177795,0.14796478
3,20260608,0,test,multinomial_logistic,downstream_status,0.00100000,198,0.35858586,0.48474197,0.35762570,0.25600000,0.63888889,0.43243243,0.94117647,0.20535714,0.30769231,0.40251572,0.31081081,0.35955056,0.65682526,1.05843539,0.16430053
3,20260608,0,val,multinomial_logistic,downstream_plus_age_sex,0.00100000,198,0.57070707,0.57560332,0.52286119,0.36000000,0.75268817,0.53333333,0.79411765,0.62500000,0.30769231,0.49541284,0.68292683,0.39024390,0.57428050,0.95584240,0.06991341
3,20260608,0,test,multinomial_logistic,downstream_plus_age_sex,0.00100000,198,0.55555556,0.58028981,0.51573127,0.44117647,0.70212766,0.38888889,0.88235294,0.58928571,0.26923077,0.58823529,0.64077670,0.31818182,0.55884447,0.90848573,0.05573273
3,20260608,1,val,majority_class,class_prior,,198,0.56565657,0.33333333,0.24086022,0.00000000,0.56565657,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.72258065,0.00000000,0.58158350,0.97599623,0.00191100
3,20260608,1,val,stratified_random,class_prior,,198,0.40404040,0.30314049,0.30101609,0.16129032,0.53658537,0.20454545,0.14705882,0.58928571,0.17307692,0.15384615,0.56170213,0.18750000,0.58158350,0.97599623,0.16352716
3,20260608,1,test,majority_class,class_prior,,198,0.56565657,0.33333333,0.24086022,0.00000000,0.56565657,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.72258065,0.00000000,0.58158350,0.97599623,0.00191100
3,20260608,1,test,stratified_random,class_prior,,198,0.43939394,0.35479961,0.35479839,0.18918919,0.57391304,0.30434783,0.20588235,0.58928571,0.26923077,0.19718310,0.58149780,0.28571429,0.58158350,0.97599623,0.12817363
3,20260608,1,val,multinomial_logistic,age_sex,0.10000000,198,0.51515152,0.57009535,0.47792183,0.39759036,0.73076923,0.32432432,0.97058824,0.50892857,0.23076923,0.56410256,0.60000000,0.26966292,0.58917599,0.96968420,0.07743097
3,20260608,1,test,multinomial_logistic,age_sex,0.10000000,198,0.48484848,0.53187621,0.46370446,0.31034483,0.76119403,0.40909091,0.79411765,0.45535714,0.34615385,0.44628099,0.56983240,0.37500000,0.61124096,1.01219094,0.07102422
3,20260608,1,val,multinomial_logistic,image_geometry_file,0.00100000,198,0.46464646,0.36652930,0.32651321,0.00000000,0.59633028,0.31395349,0.00000000,0.58035714,0.51923077,0.00000000,0.58823529,0.39130435,0.66527784,1.09674166,0.10409561
3,20260608,1,test,multinomial_logistic,image_geometry_file,0.00100000,198,0.42929293,0.34226190,0.30587718,0.00000000,0.57281553,0.29213483,0.00000000,0.52678571,0.50000000,0.00000000,0.54883721,0.36879433,0.66678130,1.10054066,0.06514867
3,20260608,1,val,multinomial_logistic,admin_index,0.10000000,198,0.17171717,0.23483624,0.16105305,0.07526882,0.20000000,0.26315789,0.20588235,0.01785714,0.48076923,0.11023622,0.03278689,0.34013605,0.66708244,1.09825464,0.19147530
3,20260608,1,test,multinomial_logistic,admin_index,0.10000000,198,0.19696970,0.28054299,0.17748918,0.09782609,0.00000000,0.29411765,0.26470588,0.00000000,0.57692308,0.14285714,0.00000000,0.38961039,0.66649958,1.09750198,0.16819111
3,20260608,1,val,multinomial_logistic,age_sex_geometry,1.00000000,198,0.50000000,0.55086458,0.45044631,0.36666667,0.72151899,0.31034483,0.97058824,0.50892857,0.17307692,0.53225806,0.59685864,0.22222222,0.63469193,1.04967931,0.13022183
3,20260608,1,test,multinomial_logistic,age_sex_geometry,1.00000000,198,0.48989899,0.54846746,0.46535747,0.32258065,0.79687500,0.39024390,0.88235294,0.45535714,0.30769231,0.47244094,0.57954545,0.34408602,0.64350185,1.06340833,0.12309607
3,20260608,1,val,multinomial_logistic,downstream_status,0.00100000,198,0.39898990,0.52232816,0.40469342,0.26956522,0.70270270,0.47826087,0.91176471,0.23214286,0.42307692,0.41610738,0.34899329,0.44897959,0.64267975,1.03556130,0.10804876
3,20260608,1,test,multinomial_logistic,downstream_status,0.00100000,198,0.33838384,0.46604988,0.34564457,0.23437500,0.57575758,0.48648649,0.88235294,0.16964286,0.34615385,0.37037037,0.26206897,0.40449438,0.65412285,1.06003837,0.13496619
3,20260608,1,val,multinomial_logistic,downstream_plus_age_sex,0.00100000,198,0.54040404,0.59527850,0.50691407,0.38372093,0.74683544,0.45454545,0.97058824,0.52678571,0.28846154,0.55000000,0.61780105,0.35294118,0.56587001,0.91923603,0.04662384
3,20260608,1,test,multinomial_logistic,downstream_plus_age_sex,0.00100000,198,0.56060606,0.57643827,0.51089073,0.33333333,0.77272727,0.60869565,0.85294118,0.60714286,0.26923077,0.47933884,0.68000000,0.37333333,0.57687224,0.96366879,0.05022010
3,20260608,2,val,majority_class,class_prior,,197,0.56852792,0.33333333,0.24163970,0.00000000,0.56852792,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.72491909,0.00000000,0.57997883,0.97412736,0.00191746
3,20260608,2,val,stratified_random,class_prior,,197,0.42131980,0.33426704,0.33491175,0.15000000,0.56637168,0.29545455,0.17647059,0.57142857,0.25490196,0.16216216,0.56888889,0.27368421,0.57997883,0.97412736,0.14529066
3,20260608,2,test,majority_class,class_prior,,198,0.56565657,0.33333333,0.24086022,0.00000000,0.56565657,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.72258065,0.00000000,0.58157585,0.97598414,0.00095389
3,20260608,2,test,stratified_random,class_prior,,198,0.39393939,0.30409664,0.30439693,0.11428571,0.53508772,0.26530612,0.11764706,0.54464286,0.25000000,0.11594203,0.53982301,0.25742574,0.58157585,0.97598414,0.17267106
3,20260608,2,val,multinomial_logistic,age_sex,0.01000000,197,0.54822335,0.53571429,0.50497757,0.32835821,0.70103093,0.54545455,0.64705882,0.60714286,0.35294118,0.43564356,0.65071770,0.42857143,0.60079238,0.98696217,0.10916874
3,20260608,2,test,multinomial_logistic,age_sex,0.01000000,198,0.55050505,0.57040509,0.49339966,0.42465753,0.70833333,0.34482759,0.91176471,0.60714286,0.19230769,0.57943925,0.65384615,0.24691358,0.57537987,0.93149029,0.09141027
3,20260608,2,val,multinomial_logistic,image_geometry_file,0.10000000,197,0.35025381,0.33239963,0.29886581,0.14285714,0.64864865,0.45454545,0.47058824,0.42857143,0.09803922,0.21917808,0.51612903,0.16129032,0.67396330,1.11148904,0.03367534
3,20260608,2,test,multinomial_logistic,image_geometry_file,0.10000000,198,0.34848485,0.38295895,0.29883776,0.20512821,0.60294118,0.30769231,0.70588235,0.36607143,0.07692308,0.31788079,0.45555556,0.12307692,0.66038135,1.08697172,0.06116788
3,20260608,2,val,multinomial_logistic,admin_index,0.00100000,197,0.52284264,0.44123483,0.40297754,0.66666667,0.67676768,0.35789474,0.05882353,0.59821429,0.66666667,0.10810811,0.63507109,0.46575342,0.66359886,1.09403914,0.18065288
3,20260608,2,test,multinomial_logistic,admin_index,0.00100000,198,0.44949495,0.36438806,0.34478644,1.00000000,0.62626263,0.25773196,0.05882353,0.55357143,0.48076923,0.11111111,0.58767773,0.33557047,0.66645955,1.09837089,0.10731886
3,20260608,2,val,multinomial_logistic,age_sex_geometry,0.00100000,197,0.54314721,0.53629785,0.50253870,0.31884058,0.73333333,0.50000000,0.64705882,0.58928571,0.37254902,0.42718447,0.65346535,0.42696629,0.59797950,0.99003117,0.07170691
3,20260608,2,test,multinomial_logistic,age_sex_geometry,0.00100000,198,0.51515152,0.54957175,0.47291138,0.43661972,0.67032967,0.27777778,0.91176471,0.54464286,0.19230769,0.59047619,0.60098522,0.22727273,0.57811755,0.93310889,0.04046518
3,20260608,2,val,multinomial_logistic,downstream_status,0.01000000,197,0.35532995,0.44963819,0.35231272,0.26470588,0.61363636,0.31372549,0.79411765,0.24107143,0.31372549,0.39705882,0.34615385,0.31372549,0.67096084,1.06617764,0.18029350
3,20260608,2,test,multinomial_logistic,downstream_status,0.01000000,198,0.38888889,0.51294172,0.39341643,0.26956522,0.67567568,0.45652174,0.91176471,0.22321429,0.40384615,0.41610738,0.33557047,0.42857143,0.64060245,1.03129795,0.10329498
3,20260608,2,val,multinomial_logistic,downstream_plus_age_sex,0.01000000,197,0.47208122,0.48068394,0.44416977,0.33870968,0.64705882,0.34000000,0.61764706,0.49107143,0.33333333,0.43750000,0.55837563,0.33663366,0.62428262,1.01700840,0.10947344
3,20260608,2,test,multinomial_logistic,downstream_plus_age_sex,0.01000000,198,0.56060606,0.60039593,0.52694458,0.39743590,0.76829268,0.44736842,0.91176471,0.56250000,0.32692308,0.55357143,0.64948454,0.37777778,0.56605957,0.91470158,0.06869455
3,20260608,3,val,majority_class,class_prior,,197,0.56852792,0.33333333,0.24163970,0.00000000,0.56852792,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.72491909,0.00000000,0.57999158,0.97414743,0.00287135
3,20260608,3,val,stratified_random,class_prior,,197,0.42639594,0.35119048,0.35085337,0.18421053,0.56880734,0.30000000,0.20588235,0.55357143,0.29411765,0.19444444,0.56108597,0.29702970,0.57999158,0.97414743,0.13926063
3,20260608,3,test,majority_class,class_prior,,197,0.56852792,0.33333333,0.24163970,0.00000000,0.56852792,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.72491909,0.00000000,0.57999158,0.97414743,0.00287135
3,20260608,3,test,stratified_random,class_prior,,197,0.37055838,0.27305089,0.27128486,0.13793103,0.50413223,0.17021277,0.11764706,0.54464286,0.15686275,0.12698413,0.52360515,0.16326531,0.57999158,0.97414743,0.19509819
3,20260608,3,val,multinomial_logistic,age_sex,0.00100000,197,0.47715736,0.46912932,0.42977208,0.35483871,0.63541667,0.28205128,0.64705882,0.54464286,0.21568627,0.45833333,0.58653846,0.24444444,0.59550581,0.99876893,0.03625344
3,20260608,3,test,multinomial_logistic,age_sex,0.00100000,197,0.54822335,0.55322129,0.51666514,0.36507937,0.71111111,0.47727273,0.67647059,0.57142857,0.41176471,0.47422680,0.63366337,0.44210526,0.58135431,0.97066623,0.09358290
3,20260608,3,val,multinomial_logistic,image_geometry_file,1.00000000,197,0.34010152,0.44426937,0.34142015,0.22500000,0.71875000,0.37777778,0.79411765,0.20535714,0.33333333,0.35064935,0.31944444,0.35416667,0.66089331,1.08984926,0.01008172
3,20260608,3,test,multinomial_logistic,image_geometry_file,1.00000000,197,0.25380711,0.30730626,0.24912660,0.15126050,0.62857143,0.23255814,0.52941176,0.19642857,0.19607843,0.23529412,0.29931973,0.21276596,0.66893523,1.10242155,0.09579924
3,20260608,3,val,multinomial_logistic,admin_index,1.00000000,197,0.15736041,0.22549020,0.14172149,0.07446809,0.00000000,0.23762376,0.20588235,0.00000000,0.47058824,0.10937500,0.00000000,0.31578947,0.66690580,1.09888745,0.18313563
3,20260608,3,test,multinomial_logistic,admin_index,1.00000000,197,0.24873096,0.36928105,0.22731325,0.15151515,0.00000000,0.34693878,0.44117647,0.00000000,0.66666667,0.22556391,0.00000000,0.45637584,0.66428084,1.09498912,0.09102233
3,20260608,3,val,multinomial_logistic,age_sex_geometry,1.00000000,197,0.49238579,0.51873249,0.43900613,0.33333333,0.65555556,0.45000000,0.85294118,0.52678571,0.17647059,0.47933884,0.58415842,0.25352113,0.63287592,1.04724308,0.11666676
3,20260608,3,test,multinomial_logistic,age_sex_geometry,1.00000000,197,0.49746193,0.46440243,0.44233397,0.24657534,0.68041237,0.51851852,0.52941176,0.58928571,0.27450980,0.33644860,0.63157895,0.35897436,0.63443360,1.04882095,0.11792190
3,20260608,3,val,multinomial_logistic,downstream_status,0.10000000,197,0.32487310,0.47718254,0.32802227,0.24390244,0.57894737,0.41818182,0.88235294,0.09821429,0.45098039,0.38216561,0.16793893,0.43396226,0.64570295,1.05908044,0.16783927
3,20260608,3,test,multinomial_logistic,downstream_status,0.10000000,197,0.35532995,0.46387722,0.35716867,0.26470588,0.63888889,0.33898305,0.79411765,0.20535714,0.39215686,0.39705882,0.31081081,0.36363636,0.66741694,1.06724579,0.18668825
3,20260608,3,val,multinomial_logistic,downstream_plus_age_sex,0.10000000,197,0.50253807,0.56028245,0.48877666,0.39189189,0.68000000,0.39583333,0.85294118,0.45535714,0.37254902,0.53703704,0.54545455,0.38383838,0.58879179,0.98380490,0.05236420
3,20260608,3,test,multinomial_logistic,downstream_plus_age_sex,0.10000000,197,0.49238579,0.51663165,0.47019035,0.36923077,0.64705882,0.38297872,0.70588235,0.49107143,0.35294118,0.48484848,0.55837563,0.36734694,0.61068132,0.99296668,0.10052969
3,20260608,4,val,majority_class,class_prior,,198,0.56565657,0.33333333,0.24086022,0.00000000,0.56565657,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.72258065,0.00000000,0.58157585,0.97598414,0.00095389
3,20260608,4,val,stratified_random,class_prior,,198,0.39898990,0.31042609,0.30940434,0.17142857,0.53846154,0.21739130,0.17647059,0.56250000,0.19230769,0.17391304,0.55021834,0.20408163,0.58157585,0.97598414,0.16762056
3,20260608,4,test,majority_class,class_prior,,197,0.56852792,0.33333333,0.24163970,0.00000000,0.56852792,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.72491909,0.00000000,0.57997883,0.97412736,0.00191746
3,20260608,4,test,stratified_random,class_prior,,197,0.43654822,0.36070261,0.36038159,0.21875000,0.58333333,0.28070175,0.20588235,0.56250000,0.31372549,0.21212121,0.57272727,0.29629630,0.57997883,0.97412736,0.13006223
3,20260608,4,val,multinomial_logistic,age_sex,0.01000000,198,0.51010101,0.55697856,0.48785034,0.39726027,0.74324324,0.33333333,0.85294118,0.49107143,0.32692308,0.54205607,0.59139785,0.33009709,0.56711214,0.92335540,0.06518463
3,20260608,4,test,multinomial_logistic,age_sex,0.01000000,197,0.46700508,0.50916200,0.45557127,0.33823529,0.68115942,0.36666667,0.67647059,0.41964286,0.43137255,0.45098039,0.51933702,0.39639640,0.60318537,1.00437473,0.04927203
3,20260608,4,val,multinomial_logistic,image_geometry_file,0.00100000,198,0.32323232,0.37890541,0.30978344,0.20000000,0.64516129,0.29464286,0.32352941,0.17857143,0.63461538,0.24719101,0.27972028,0.40243902,0.67134317,1.10732692,0.05142662
3,20260608,4,test,multinomial_logistic,image_geometry_file,0.00100000,197,0.29949239,0.30882353,0.27948718,0.15909091,0.63636364,0.22018349,0.20588235,0.25000000,0.47058824,0.17948718,0.35897436,0.30000000,0.65819597,1.08729984,0.14770495
3,20260608,4,val,multinomial_logistic,admin_index,0.01000000,198,0.18181818,0.25783775,0.17468771,0.09900990,0.22222222,0.27272727,0.29411765,0.01785714,0.46153846,0.14814815,0.03305785,0.34285714,0.67208790,1.10432043,0.20180117
3,20260608,4,test,multinomial_logistic,admin_index,0.01000000,197,0.16751269,0.22461485,0.15604922,0.06593407,0.37500000,0.24489796,0.17647059,0.02678571,0.47058824,0.09600000,0.05000000,0.32214765,0.67350522,1.10585575,0.21811720
3,20260608,4,val,multinomial_logistic,age_sex_geometry,0.01000000,198,0.50000000,0.54419845,0.48069716,0.40579710,0.72972973,0.30909091,0.82352941,0.48214286,0.32692308,0.54368932,0.58064516,0.31775701,0.57167474,0.92785394,0.08657699
3,20260608,4,test,multinomial_logistic,age_sex_geometry,0.01000000,197,0.48730964,0.53174603,0.47635700,0.32857143,0.71641791,0.41666667,0.67647059,0.42857143,0.49019608,0.44230769,0.53631285,0.45045045,0.59998634,0.99882175,0.03344614
3,20260608,4,val,multinomial_logistic,downstream_status,0.01000000,198,0.31818182,0.47462831,0.31629681,0.25384615,0.54545455,0.39130435,0.97058824,0.10714286,0.34615385,0.40243902,0.17910448,0.36734694,0.65823079,1.05402807,0.14040399
3,20260608,4,test,multinomial_logistic,downstream_status,0.01000000,197,0.34517766,0.47484827,0.34900291,0.24193548,0.67857143,0.42222222,0.88235294,0.16964286,0.37254902,0.37974684,0.27142857,0.39583333,0.65398531,1.09264139,0.15161139
3,20260608,4,val,multinomial_logistic,downstream_plus_age_sex,0.00100000,198,0.55050505,0.58761582,0.51922604,0.40000000,0.72941176,0.44736842,0.88235294,0.55357143,0.32692308,0.55045872,0.62944162,0.37777778,0.55459259,0.90039015,0.03163619
3,20260608,4,test,multinomial_logistic,downstream_plus_age_sex,0.00100000,197,0.47715736,0.51453081,0.45737082,0.34246575,0.68918919,0.36000000,0.73529412,0.45535714,0.35294118,0.46728972,0.54838710,0.35643564,0.59221871,1.03362942,0.09843583
