model_id,kind,deployment_role,repeat,seed,fold,n,accuracy,balanced_accuracy,macro_f1,ordinal_mae,adjacent_accuracy,two_grade_error_rate,quadratic_weighted_kappa,severe_auroc_from_prob_3
image_plus_age_sex,metadata_sensitivity,allowed metadata sensitivity,2,20260607,0,198,0.5454545454545454,0.5063429217840982,0.5026621850617001,0.4797979797979798,0.9747474747474747,0.025252525252525252,0.3924250394529195,0.7258956796628029
image_plus_age_sex,metadata_sensitivity,allowed metadata sensitivity,2,20260607,1,198,0.5252525252525253,0.5044979530273648,0.49437173022078684,0.5252525252525253,0.9494949494949495,0.050505050505050504,0.30122950819672123,0.6188092729188619
image_plus_age_sex,metadata_sensitivity,allowed metadata sensitivity,2,20260607,2,198,0.51010101010101,0.4546029950441715,0.45457706614911847,0.5202020202020202,0.9696969696969697,0.030303030303030304,0.30760810071154887,0.6325079030558484
image_plus_age_sex,metadata_sensitivity,allowed metadata sensitivity,2,20260607,3,197,0.467005076142132,0.45751633986928103,0.4386953238446167,0.583756345177665,0.949238578680203,0.050761421319796954,0.2753998310764788,0.7080311576685469
image_plus_age_sex,metadata_sensitivity,allowed metadata sensitivity,2,20260607,4,197,0.5431472081218274,0.5683356676003736,0.5347651775486827,0.5076142131979695,0.949238578680203,0.050761421319796954,0.3878502252835465,0.7009132420091325
image_plus_age_sex,metadata_sensitivity,allowed metadata sensitivity,3,20260608,0,198,0.5252525252525253,0.4943169575522517,0.4911585146879265,0.5,0.9747474747474747,0.025252525252525252,0.36594394500264404,0.6417281348788197
image_plus_age_sex,metadata_sensitivity,allowed metadata sensitivity,3,20260608,1,198,0.494949494949495,0.4730257487610429,0.4616049382716049,0.5353535353535354,0.9696969696969697,0.030303030303030304,0.3431174089068826,0.6816385669125394
image_plus_age_sex,metadata_sensitivity,allowed metadata sensitivity,3,20260608,2,198,0.5808080808080808,0.5681022408963585,0.5529815529815529,0.47474747474747475,0.9444444444444444,0.05555555555555555,0.3651741293532339,0.7525026343519493
image_plus_age_sex,metadata_sensitivity,allowed metadata sensitivity,3,20260608,3,197,0.5532994923857868,0.5514122315592904,0.532816778510548,0.4720812182741117,0.9746192893401016,0.025380710659898477,0.4423864354612659,0.738248724147193
image_plus_age_sex,metadata_sensitivity,allowed metadata sensitivity,3,20260608,4,197,0.49238578680203043,0.41777544351073764,0.41924138076283146,0.5583756345177665,0.949238578680203,0.050761421319796954,0.20613763174209543,0.6635777598710717
image_plus_downstream_age_sex_upper_bound,upper_bound,non-deployment upper-bound sensitivity,1,20260606,0,198,0.5454545454545454,0.5370475113122172,0.5264193274524421,0.47474747474747475,0.9797979797979798,0.020202020202020204,0.4321862348178137,0.7251053740779768
image_plus_downstream_age_sex_upper_bound,upper_bound,non-deployment upper-bound sensitivity,1,20260606,1,198,0.5151515151515151,0.45422592113768584,0.45977907732293694,0.5151515151515151,0.9696969696969697,0.030303030303030304,0.29865771812080544,0.6448893572181243
image_plus_downstream_age_sex_upper_bound,upper_bound,non-deployment upper-bound sensitivity,1,20260606,2,198,0.5606060606060606,0.5562378797672914,0.5377937154856517,0.4696969696969697,0.9696969696969697,0.030303030303030304,0.431314623338257,0.7689673340358272
image_plus_downstream_age_sex_upper_bound,upper_bound,non-deployment upper-bound sensitivity,1,20260606,3,197,0.5989847715736041,0.5975140056022409,0.5782969899038933,0.43147208121827413,0.9695431472081218,0.030456852791878174,0.4638779002889768,0.6856030083266182
image_plus_downstream_age_sex_upper_bound,upper_bound,non-deployment upper-bound sensitivity,1,20260606,4,197,0.47715736040609136,0.4397175536881419,0.43203510338978984,0.5786802030456852,0.9441624365482234,0.05583756345177665,0.23786766797519476,0.61778135911899
image_plus_downstream_age_sex_upper_bound,upper_bound,non-deployment upper-bound sensitivity,2,20260607,0,198,0.5454545454545454,0.5063429217840982,0.5026621850617001,0.4797979797979798,0.9747474747474747,0.025252525252525252,0.3924250394529195,0.7281348788198103
image_plus_downstream_age_sex_upper_bound,upper_bound,non-deployment upper-bound sensitivity,2,20260607,1,198,0.5303030303030303,0.5109082094376212,0.5033014947847628,0.51010101010101,0.9595959595959596,0.04040404040404041,0.33488372093023266,0.6199947312961012
image_plus_downstream_age_sex_upper_bound,upper_bound,non-deployment upper-bound sensitivity,2,20260607,2,198,0.5202020202020202,0.4674235078646844,0.4675660423628408,0.51010101010101,0.9696969696969697,0.030303030303030304,0.3248234655078762,0.6352739726027398
image_plus_downstream_age_sex_upper_bound,upper_bound,non-deployment upper-bound sensitivity,2,20260607,3,197,0.4619289340101523,0.45454014939309056,0.43517463288196706,0.5888324873096447,0.949238578680203,0.050761421319796954,0.2732599142841642,0.7026591458501208
image_plus_downstream_age_sex_upper_bound,upper_bound,non-deployment upper-bound sensitivity,2,20260607,4,197,0.5329949238578681,0.5519957983193278,0.5223532450955065,0.5177664974619289,0.949238578680203,0.050761421319796954,0.37123273336123896,0.7030620467365027
image_plus_downstream_age_sex_upper_bound,upper_bound,non-deployment upper-bound sensitivity,3,20260608,0,198,0.5252525252525253,0.4943169575522517,0.4911585146879265,0.5,0.9747474747474747,0.025252525252525252,0.36594394500264404,0.6419915700737618
image_plus_downstream_age_sex_upper_bound,upper_bound,non-deployment upper-bound sensitivity,3,20260608,1,198,0.494949494949495,0.4730257487610429,0.4616049382716049,0.5353535353535354,0.9696969696969697,0.030303030303030304,0.3431174089068826,0.6825605900948366
image_plus_downstream_age_sex_upper_bound,upper_bound,non-deployment upper-bound sensitivity,3,20260608,2,198,0.5757575757575758,0.5616919844861021,0.5473024079659151,0.4797979797979798,0.9444444444444444,0.05555555555555555,0.3568215892053973,0.7536880927291886
image_plus_downstream_age_sex_upper_bound,upper_bound,non-deployment upper-bound sensitivity,3,20260608,3,197,0.5431472081218274,0.5454598506069094,0.5253218222154027,0.48223350253807107,0.9746192893401016,0.025380710659898477,0.436606291706387,0.7377115229653505
image_plus_downstream_age_sex_upper_bound,upper_bound,non-deployment upper-bound sensitivity,3,20260608,4,197,0.49746192893401014,0.4207516339869281,0.42260405715430727,0.5532994923857868,0.949238578680203,0.050761421319796954,0.2082437610991682,0.6603545527800162
image_resnet50,image_only,predeclared stronger encoder check,1,20260606,0,198,0.5555555555555556,0.5019123033828916,0.50382871845136,0.5050505050505051,0.9393939393939394,0.06060606060606061,0.26190476190476186,0.6717597471022129
image_resnet50,image_only,predeclared stronger encoder check,1,20260606,1,198,0.5050505050505051,0.45158640379228615,0.4530577655043431,0.5404040404040404,0.9545454545454546,0.045454545454545456,0.2465753424657534,0.6339567966280296
image_resnet50,image_only,predeclared stronger encoder check,1,20260606,2,198,0.5252525252525253,0.44991650506356384,0.45360249941193426,0.5151515151515151,0.9595959595959596,0.04040404040404041,0.2707865168539325,0.6746575342465754
image_resnet50,image_only,predeclared stronger encoder check,1,20260606,3,197,0.5786802030456852,0.5372315592903828,0.5372315592903828,0.45685279187817257,0.9644670050761421,0.03553299492385787,0.37749149246475455,0.6398066075745366
image_resnet50,image_only,predeclared stronger encoder check,1,20260606,4,197,0.5583756345177665,0.49031279178338,0.4899469620136972,0.49238578680203043,0.949238578680203,0.050761421319796954,0.27173054440898614,0.651893634165995
image_resnet50,image_only,predeclared stronger encoder check,2,20260607,0,198,0.4797979797979798,0.4128285929756517,0.4142844120603841,0.5707070707070707,0.9494949494949495,0.050505050505050504,0.1965952773201538,0.6280295047418335
image_resnet50,image_only,predeclared stronger encoder check,2,20260607,1,198,0.5505050505050505,0.48536145227321703,0.485845657457807,0.5050505050505051,0.9444444444444444,0.05555555555555555,0.27223427331887196,0.6733403582718652
image_resnet50,image_only,predeclared stronger encoder check,2,20260607,2,198,0.5555555555555556,0.5086996336996337,0.5057261208576997,0.48484848484848486,0.9595959595959596,0.04040404040404041,0.3289760348583878,0.6221022128556375
image_resnet50,image_only,predeclared stronger encoder check,2,20260607,3,197,0.5786802030456852,0.5167483660130718,0.5247284096975243,0.43147208121827413,0.9898477157360406,0.01015228426395939,0.4341090275312268,0.693795326349718
image_resnet50,image_only,predeclared stronger encoder check,2,20260607,4,197,0.5482233502538071,0.48109243697479,0.4812827628738822,0.5076142131979695,0.9441624365482234,0.05583756345177665,0.2505768631119426,0.6240934730056407
image_resnet50,image_only,predeclared stronger encoder check,3,20260608,0,198,0.5505050505050505,0.4851998491704374,0.48776135362029854,0.48484848484848486,0.9646464646464646,0.03535353535353535,0.3077803203661328,0.601949420442571
image_resnet50,image_only,predeclared stronger encoder check,3,20260608,1,198,0.5858585858585859,0.49932665373841845,0.5090964590964591,0.4444444444444444,0.9696969696969697,0.030303030303030304,0.3529411764705883,0.7485511064278187
image_resnet50,image_only,predeclared stronger encoder check,3,20260608,2,198,0.5252525252525253,0.4464016375781082,0.45005747126436785,0.5454545454545454,0.9292929292929293,0.0707070707070707,0.15384615384615397,0.5951001053740779
image_resnet50,image_only,predeclared stronger encoder check,3,20260608,3,197,0.5228426395939086,0.44718720821662,0.44040325616412573,0.5177664974619289,0.9593908629441624,0.04060913705583756,0.2741975771200199,0.6517593338705345
image_resnet50,image_only,predeclared stronger encoder check,3,20260608,4,197,0.5329949238578681,0.48313492063492064,0.48276010837858013,0.5126903553299492,0.9543147208121827,0.04568527918781726,0.2952652938523974,0.6485361267794788
image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,1,20260606,0,198,0.6161616161616161,0.554796918767507,0.5667111129630401,0.4090909090909091,0.9747474747474747,0.025252525252525252,0.4257028112449799,0.7224710221285564
image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,1,20260606,1,198,0.5303030303030303,0.46654815772462827,0.47234329485381377,0.5050505050505051,0.9646464646464646,0.03535353535353535,0.2947131608548931,0.6585879873551107
image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,1,20260606,2,198,0.5707070707070707,0.5416262658909718,0.5330462519936204,0.46464646464646464,0.9646464646464646,0.03535353535353535,0.393970893970894,0.7579030558482613
image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,1,20260606,3,197,0.5634517766497462,0.5689775910364147,0.5396232426619937,0.4720812182741117,0.9644670050761421,0.03553299492385787,0.4174979965180866,0.656191243620736
image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,1,20260606,4,197,0.5685279187817259,0.5523459383753502,0.5415069417524515,0.4619289340101523,0.9695431472081218,0.030456852791878174,0.4198759184607027,0.7289820037604082
image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,2,20260607,0,198,0.5252525252525253,0.4772678302090066,0.4758398149702498,0.5151515151515151,0.9595959595959596,0.04040404040404041,0.3088391906283281,0.6925711275026343
image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,2,20260607,1,198,0.601010101010101,0.5731792717086835,0.5603497761871827,0.45454545454545453,0.9444444444444444,0.05555555555555555,0.37525354969574043,0.6847997892518441
image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,2,20260607,2,198,0.5606060606060606,0.525371687136393,0.5181037796284433,0.4797979797979798,0.9595959595959596,0.04040404040404041,0.3549920760697306,0.6498946259220233
image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,2,20260607,3,197,0.5888324873096447,0.5707866479925303,0.5562623421273211,0.4467005076142132,0.9644670050761421,0.03553299492385787,0.42529458871982606,0.7536932581251679
image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,2,20260607,4,197,0.5989847715736041,0.5764472455648926,0.5657912457912458,0.4365482233502538,0.9644670050761421,0.03553299492385787,0.4212690951821386,0.7147461724415793
image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,3,20260608,0,198,0.5808080808080808,0.5371956474897651,0.5355159554245806,0.4494949494949495,0.9696969696969697,0.030303030303030304,0.37689287717330344,0.6393572181243414
image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,3,20260608,1,198,0.5303030303030303,0.5006464124111183,0.48623697819547,0.5252525252525253,0.9444444444444444,0.05555555555555555,0.2950152594099693,0.696390937829294
image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,3,20260608,2,198,0.5909090909090909,0.5568842921784097,0.5564378897188703,0.4393939393939394,0.9696969696969697,0.030303030303030304,0.40589198036006546,0.6858535300316123
image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,3,20260608,3,197,0.5786802030456852,0.5449346405228758,0.5452259741877228,0.45685279187817257,0.9644670050761421,0.03553299492385787,0.39276822762299946,0.6839914047810904
image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,3,20260608,4,197,0.5685279187817259,0.5517623716153127,0.5397811041364879,0.45685279187817257,0.9746192893401016,0.025380710659898477,0.4278910379276297,0.7226698898737578
majority_class,baseline,minimum class-prior baseline,1,20260606,0,198,0.5656565656565656,0.3333333333333333,0.24086021505376343,0.43434343434343436,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,1,20260606,1,198,0.5656565656565656,0.3333333333333333,0.24086021505376343,0.43434343434343436,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,1,20260606,2,198,0.5656565656565656,0.3333333333333333,0.24086021505376343,0.43434343434343436,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,1,20260606,3,197,0.5685279187817259,0.3333333333333333,0.24163969795037757,0.43147208121827413,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,1,20260606,4,197,0.5685279187817259,0.3333333333333333,0.24163969795037757,0.43147208121827413,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,2,20260607,0,198,0.5656565656565656,0.3333333333333333,0.24086021505376343,0.43434343434343436,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,2,20260607,1,198,0.5656565656565656,0.3333333333333333,0.24086021505376343,0.43434343434343436,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,2,20260607,2,198,0.5656565656565656,0.3333333333333333,0.24086021505376343,0.43434343434343436,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,2,20260607,3,197,0.5685279187817259,0.3333333333333333,0.24163969795037757,0.43147208121827413,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,2,20260607,4,197,0.5685279187817259,0.3333333333333333,0.24163969795037757,0.43147208121827413,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,3,20260608,0,198,0.5656565656565656,0.3333333333333333,0.24086021505376343,0.43434343434343436,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,3,20260608,1,198,0.5656565656565656,0.3333333333333333,0.24086021505376343,0.43434343434343436,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,3,20260608,2,198,0.5656565656565656,0.3333333333333333,0.24086021505376343,0.43434343434343436,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,3,20260608,3,197,0.5685279187817259,0.3333333333333333,0.24163969795037757,0.43147208121827413,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,3,20260608,4,197,0.5685279187817259,0.3333333333333333,0.24163969795037757,0.43147208121827413,1.0,0.0,0.0,0.5
